WOJ;POW;GMI;RODZ_GMI;SYM;SYM_UL;CECHA;NAZWA_1;NAZWA_2;STAN_NA
22;61;01;1;0933016;10959;ul.;Leśny Stok;;2019-09-18
22;61;01;1;0933016;10870;ul.;Leszczynowa;;2019-09-18
22;61;01;1;0933016;10874;ul.;Leszczyńskich;;2019-09-18
22;61;01;1;0933016;10883;ul.;Leszka Białego;;2019-09-18
22;61;01;1;0933016;10966;ul.;Letnia;;2019-09-18
22;61;01;1;0933016;10967;ul.;Letnicka;;2019-09-18
22;61;01;1;0933016;10972;ul.;Letniskowa;;2019-09-18
22;61;01;1;0933016;10999;ul.;Lewkoniowa;;2019-09-18
22;61;01;1;0933016;39596;ul.;Leźnieńska;;2019-09-18
22;61;01;1;0933016;11067;ul.;Liliowa;;2019-09-18
22;61;01;1;0933016;11068;ul.;Lilli Wenedy;;2019-09-18
22;61;01;1;0933016;11075;ul.;Limbowa;;2019-09-18
22;61;01;1;0933016;11109;ul.;Lipce;;2019-09-18
22;61;01;1;0933016;11110;ul.;Lipcowa;;2019-09-18
22;61;01;1;0933016;11139;ul.;Lipowa;;2019-09-18
22;61;01;1;0933016;29220;ul.;Lipuska;;2019-09-18
22;61;01;1;0933016;11160;ul.;Lirowa;;2019-09-18
22;61;01;1;0933016;11176;ul.;Lisia Grobla;;2019-09-18
22;61;01;1;0933016;11197;ul.;Listki;;2019-09-18
22;61;01;1;0933016;11223;ul.;Litewska;;2019-09-18
22;61;01;1;0933016;11710;ul.;Łódzka;;2019-09-18
22;61;01;1;0933016;11671;ul.;Łosia;;2019-09-18
22;61;01;1;0933016;11684;ul.;Łostowicka;;2019-09-18
22;61;01;1;0933016;11282;ul.;Lotników Polskich;;2019-09-18
22;61;01;1;0933016;11689;ul.;Łowców;;2019-09-18
22;61;01;1;0933016;11694;ul.;Łowicka;;2019-09-18
22;61;01;1;0933016;11707;ul.;Łozy;;2019-09-18
22;61;01;1;0933016;11299;ul.;Lubczykowa;;2019-09-18
22;61;01;1;0933016;11307;ul.;Lubelska;;2019-09-18
22;61;01;1;0933016;11331;ul.;Lublewska;;2019-09-18
22;61;01;1;0933016;22026;ul.;Szopińskiego;Lubomira;2019-09-18
22;61;01;1;0933016;11357;ul.;Lubowidzka;;2019-09-18
22;61;01;1;0933016;11365;ul.;Lubuska;;2019-09-18
22;61;01;1;0933016;10100;ul.;Krzemienieckiej;Lucyny;2019-09-18
22;61;01;1;0933016;11738;ul.;Łucznicza;;2019-09-18
22;61;01;1;0933016;19021;ul.;Różyckiego;Ludomira;2019-09-18
22;61;01;1;0933016;11383;ul.;Ludowa;;2019-09-18
22;61;01;1;0933016;00968;ul.;Beethovena;Ludwika;2019-09-18
22;61;01;1;0933016;06667;ul.;Hirszfelda;Ludwika;2019-09-18
22;61;01;1;0933016;12810;ul.;Mierosławskiego;Ludwika;2019-09-18
22;61;01;1;0933016;15778;ul.;Pasteura;Ludwika;2019-09-18
22;61;01;1;0933016;19216;ul.;Rydygiera;Ludwika;2019-09-18
22;61;01;1;0933016;20551;ul.;Solskiego;Ludwika;2019-09-18
22;61;01;1;0933016;23707;ul.;Waryńskiego;Ludwika;2019-09-18
22;61;01;1;0933016;25536;ul.;Zamenhofa;Ludwika;2019-09-18
22;61;01;1;0933016;36827;ul.;Dziekuć-Maleja;Łukasza;2019-09-18
22;61;01;1;0933016;11453;ul.;Lutniowa;;2019-09-18
22;61;01;1;0933016;11793;ul.;Łużycka;;2019-09-18
22;61;01;1;0933016;11467;ul.;Lwowska;;2019-09-18
22;61;01;1;0933016;11815;ul.;Łyżwiarska;;2019-09-18
22;61;01;1;0933016;11833;ul.;Macieja;;2019-09-18
22;61;01;1;0933016;07895;ul.;Kamieńskiego;Macieja;2019-09-18
22;61;01;1;0933016;11843;ul.;Maciejkowa;;2019-09-18
22;61;01;1;0933016;11850;ul.;Macierzankowa;;2019-09-18
22;61;01;1;0933016;41024;ul.;Macierzy Szkolnej w Gdańsku;;2019-09-18
22;61;01;1;0933016;41025;ul.;Magellana;;2019-09-18
22;61;01;1;0933016;11908;ul.;Magnoliowa;;2019-09-18
22;61;01;1;0933016;11964;ul.;Majewskich;;2019-09-18
22;61;01;1;0933016;11988;ul.;Majowa;;2019-09-18
22;61;01;1;0933016;11996;ul.;Maki;;2019-09-18
22;61;01;1;0933016;05511;ul.;Gierymskiego;Maksymiliana;2019-09-18
22;61;01;1;0933016;12031;ul.;Malborska;;2019-09-18
22;61;01;1;0933016;12065;ul.;Malinowa;;2019-09-18
22;61;01;1;0933016;12183;ul.;Małomiejska;;2019-09-18
22;61;01;1;0933016;12186;ul.;Małoogrodowa;;2019-09-18
22;61;01;1;0933016;12234;ul.;Manifestu Połanieckiego;;2019-09-18
22;61;01;1;0933016;04158;ul.;Dragana;Marcina;2019-09-18
22;61;01;1;0933016;12311;ul.;Marcowa;;2019-09-18
22;61;01;1;0933016;12327;ul.;Mariacka;;2019-09-18
22;61;01;1;0933016;27624;ul.;Chodackiego;Mariana;2019-09-18
22;61;01;1;0933016;06591;ul.;Hemara;Mariana;2019-09-18
22;61;01;1;0933016;42657;ul.;Kołodzieja;Mariana;2019-09-18
22;61;01;1;0933016;42796;ul.;Pelczara;Mariana;2019-09-18
22;61;01;1;0933016;19695;ul.;Seredyńskiego;Mariana;2019-09-18
22;61;01;1;0933016;20372;ul.;Smoluchowskiego;Mariana;2019-09-18
22;61;01;1;0933016;09186;ul.;Konopnickiej;Marii;2019-09-18
22;61;01;1;0933016;40861;ul.;Kureckiej;Marii;2019-09-18
22;61;01;1;0933016;12348;ul.;Marii Ludwiki;;2019-09-18
22;61;01;1;0933016;20068;ul.;Skłodowskiej-Curie;Marii;2019-09-18
22;61;01;1;0933016;25675;ul.;Zaruskiego;Mariusza;2019-09-18
22;61;01;1;0933016;12390;ul.;Marsa;;2019-09-18
22;61;01;1;0933016;05096;ul.;Focha;marsz. Ferdynanda;2019-09-18
22;61;01;1;0933016;16272;pl.;Piłsudskiego;marsz. Józefa;2019-09-18
22;61;01;1;0933016;12423;ul.;Maryli;;2019-09-18
22;61;01;1;0933016;12425;ul.;Marynarki Polskiej;;2019-09-18
22;61;01;1;0933016;12427;ul.;Marynarska;;2019-09-18
22;61;01;1;0933016;12444;ul.;Marzeń;;2019-09-18
22;61;01;1;0933016;12471;ul.;Maszynowa;;2019-09-18
22;61;01;1;0933016;12482;ul.;Matecznikowa;;2019-09-18
22;61;01;1;0933016;12495;ul.;Matemblewska;;2019-09-18
22;61;01;1;0933016;12501;ul.;Matki Polki;;2019-09-18
22;61;01;1;0933016;01034;ul.;Beniowskiego;Maurycego;2019-09-18
22;61;01;1;0933016;12540;ul.;Mazowiecka;;2019-09-18
22;61;01;1;0933016;12555;ul.;Mazurska;;2019-09-18
22;61;01;1;0933016;12610;ul.;Menonitów;;2019-09-18
22;61;01;1;0933016;12618;ul.;Merkurego;;2019-09-18
22;61;01;1;0933016;12632;ul.;Metalowców;;2019-09-18
22;61;01;1;0933016;12636;ul.;Meteorytowa;;2019-09-18
22;61;01;1;0933016;12646;ul.;Mewy;;2019-09-18
22;61;01;1;0933016;44174;ul.;Mezowska;;2019-09-18
22;61;01;1;0933016;12670;ul.;Miałki Szlak;;2019-09-18
22;61;01;1;0933016;31488;ul.;Borowskiego;Michała;2019-09-18
22;61;01;1;0933016;05574;ul.;Glinki;Michała;2019-09-18
22;61;01;1;0933016;26962;ul.;Ogińskiego;Michała;2019-09-18
22;61;01;1;0933016;12701;ul.;Michałki;;2019-09-18
22;61;01;1;0933016;39764;ul.;Miechucińska;;2019-09-18
22;61;01;1;0933016;01586;ul.;Boguckiego;Mieczysława;2019-09-18
22;61;01;1;0933016;08058;ul.;Karłowicza;Mieczysława;2019-09-18
22;61;01;1;0933016;14140;ul.;Niedziałkowskiego;Mieczysława;2019-09-18
22;61;01;1;0933016;03542;ul.;Ćwiklińskiej;Mieczysławy;2019-09-18
22;61;01;1;0933016;12764;ul.;Miedza;;2019-09-18
22;61;01;1;0933016;12765;ul.;Miedziana;;2019-09-18
22;61;01;1;0933016;12849;ul.;Międzygwiezdna;;2019-09-18
22;61;01;1;0933016;12825;ul.;Mieszczańska;;2019-09-18
22;61;01;1;0933016;12832;ul.;Mieszka I;;2019-09-18
22;61;01;1;0933016;12875;ul.;Migdałowa;;2019-09-18
22;61;01;1;0933016;12878;ul.;Migowska;;2019-09-18
22;61;01;1;0933016;04589;ul.;Działyńskiego;Mikołaja;2019-09-18
22;61;01;1;0933016;05790;ul.;Gomółki;Mikołaja;2019-09-18
22;61;01;1;0933016;09282;ul.;Kopernika;Mikołaja;2019-09-18
22;61;01;1;0933016;18565;ul.;Reja;Mikołaja;2019-09-18
22;61;01;1;0933016;12947;ul.;Miła;;2019-09-18
22;61;01;1;0933016;12957;ul.;Miłocińska;;2019-09-18
22;61;01;1;0933016;12961;ul.;Miłosna;;2019-09-18
22;61;01;1;0933016;12976;ul.;Minerwy;;2019-09-18
22;61;01;1;0933016;12985;ul.;Minogi;;2019-09-18
22;61;01;1;0933016;12991;ul.;Miodowa;;2019-09-18
22;61;01;1;0933016;12994;ul.;Mirachowska;;2019-09-18
22;61;01;1;0933016;12997;ul.;Mirandy;;2019-09-18
22;61;01;1;0933016;28240;ul.;Białoszewskiego;Mirona;2019-09-18
22;61;01;1;0933016;21499;ul.;Sucharskiego;mjr. Henryka;2019-09-18
22;61;01;1;0933016;06771;ul.;Hubala;mjr.;2019-09-18
22;61;01;1;0933016;34424;ul.;Łupaszko;mjr.;2019-09-18
22;61;01;1;0933016;20192;ul.;Słabego;mjr. Mieczysława;2019-09-18
22;61;01;1;0933016;13102;ul.;Młodzieży Polskiej;;2019-09-18
22;61;01;1;0933016;13132;ul.;Młyńska;;2019-09-18
22;61;01;1;0933016;13143;ul.;Mniszki;;2019-09-18
22;61;01;1;0933016;13174;ul.;Modra;;2019-09-18
22;61;01;1;0933016;13184;ul.;Modrzewiowa;;2019-09-18
22;61;01;1;0933016;13211;ul.;Mokra;;2019-09-18
22;61;01;1;0933016;13250;ul.;Montażystów;;2019-09-18
22;61;01;1;0933016;13269;ul.;Morawska;;2019-09-18
22;61;01;1;0933016;13283;ul.;Morelowa;;2019-09-18
22;61;01;1;0933016;13285;ul.;Morenowa;;2019-09-18
22;61;01;1;0933016;37947;ul.;Morenowe Wzgórze;;2019-09-18
22;61;01;1;0933016;13296;ul.;Morska;;2019-09-18
22;61;01;1;0933016;54736;inne;Most 100-lecia Odzyskania Niepodległości Polski;;2019-09-18
22;61;01;1;0933016;13374;ul.;Mostek;;2019-09-18
22;61;01;1;0933016;13379;ul.;Mostowa;;2019-09-18
22;61;01;1;0933016;13395;ul.;Motławska;;2019-09-18
22;61;01;1;0933016;13462;ul.;Mściwoja II;;2019-09-18
22;61;01;1;0933016;13532;ul.;Mydlarska;;2019-09-18
22;61;01;1;0933016;13536;ul.;Mylna;;2019-09-18
22;61;01;1;0933016;13554;ul.;Myśliborska;;2019-09-18
22;61;01;1;0933016;13563;ul.;Myśliwska;;2019-09-18
22;61;01;1;0933016;40696;ul.;Myśliwskie Wzgórze;;2019-09-18
22;61;01;1;0933016;13640;ul.;Na Ostrowiu;;2019-09-18
22;61;01;1;0933016;13641;ul.;Na Piaskach;;2019-09-18
22;61;01;1;0933016;13676;ul.;Na Stępce;;2019-09-18
22;61;01;1;0933016;13678;ul.;Na Stoku;;2019-09-18
22;61;01;1;0933016;13681;ul.;Na Szańcach;;2019-09-18
22;61;01;1;0933016;13706;ul.;Na Wzgórzu;;2019-09-18
22;61;01;1;0933016;13709;ul.;Na Zaspę;;2019-09-18
22;61;01;1;0933016;13712;ul.;Na Zboczu;;2019-09-18
22;61;01;1;0933016;13743;ul.;Nad Brzegiem;;2019-09-18
22;61;01;1;0933016;13756;ul.;Nad Jarem;;2019-09-18
22;61;01;1;0933016;13797;ul.;Nad Potokiem;;2019-09-18
22;61;01;1;0933016;13821;ul.;Nad Starą Radunią;;2019-09-18
22;61;01;1;0933016;13823;ul.;Nad Stawem;;2019-09-18
22;61;01;1;0933016;13888;ul.;Nadmorska;;2019-09-18
22;61;01;1;0933016;43131;ul.;Nadmorski Dwór;;2019-09-18
22;61;01;1;0933016;13915;ul.;Nadwiślańska;;2019-09-18
22;61;01;1;0933016;13921;ul.;Nadwodna;;2019-09-18
22;61;01;1;0933016;13927;ul.;Naftowa;;2019-09-18
22;61;01;1;0933016;13930;ul.;Nagietkowa;;2019-09-18
22;61;01;1;0933016;29871;pl.;Najświętszej Maryi Panny;;2019-09-18
22;61;01;1;0933016;13949;ul.;Nakielska;;2019-09-18
22;61;01;1;0933016;13996;ul.;Narciarska;;2019-09-18
22;61;01;1;0933016;13998;ul.;Narcyzowa;;2019-09-18
22;61;01;1;0933016;14000;ul.;Narewska;;2019-09-18
22;61;01;1;0933016;14022;ul.;Narwicka;;2019-09-18
22;61;01;1;0933016;14051;ul.;Nawigatorów;;2019-09-18
22;61;01;1;0933016;14083;ul.;Neptuna;;2019-09-18
22;61;01;1;0933016;15545;ul.;Paganiniego;Niccola;2019-09-18
22;61;01;1;0933016;14107;ul.;Nidzicka;;2019-09-18
22;61;01;1;0933016;14112;ul.;Nieborowska;;2019-09-18
22;61;01;1;0933016;14116;ul.;Niecała;;2019-09-18
22;61;01;1;0933016;14148;ul.;Niedźwiednik;;2019-09-18
22;61;01;1;0933016;14154;ul.;Niegocińska;;2019-09-18
22;61;01;1;0933016;14169;ul.;Niegowo;;2019-09-18
22;61;01;1;0933016;14171;ul.;Niegowska;;2019-09-18
22;61;01;1;0933016;14209;ul.;Niepołomicka;;2019-09-18
22;61;01;1;0933016;14246;ul.;Niezapominajek;;2019-09-18
22;61;01;1;0933016;14255;ul.;Nike;;2019-09-18
22;61;01;1;0933016;14264;ul.;Niska;;2019-09-18
22;61;01;1;0933016;14276;ul.;Niwki;;2019-09-18
22;61;01;1;0933016;14329;ul.;Notecka;;2019-09-18
22;61;01;1;0933016;14330;ul.;Nowa;;2019-09-18
22;61;01;1;0933016;14363;ul.;Nowatorów;;2019-09-18
22;61;01;1;0933016;14370;ul.;Nowe Ogrody;;2019-09-18
22;61;01;1;0933016;38481;ul.;Nowiec;;2019-09-18
22;61;01;1;0933016;14402;ul.;Nowiny;;2019-09-18
22;61;01;1;0933016;14428;ul.;Nowogródzka;;2019-09-18
22;61;01;1;0933016;14441;ul.;Nowolipie;;2019-09-18
22;61;01;1;0933016;14444;ul.;Nowomiejska;;2019-09-18
22;61;01;1;0933016;14467;ul.;Nowosądecka;;2019-09-18
22;61;01;1;0933016;14485;ul.;Nowotna;;2019-09-18
22;61;01;1;0933016;14535;ul.;Nowy Świat;;2019-09-18
22;61;01;1;0933016;14596;ul.;Obotrycka;;2019-09-18
22;61;01;1;0933016;14638;pl.;Obrońców Poczty Polskiej;;2019-09-18
22;61;01;1;0933016;14655;ul.;Obrońców Westerplatte;;2019-09-18
22;61;01;1;0933016;14663;ul.;Obrońców Wybrzeża;;2019-09-18
22;61;01;1;0933016;14686;ul.;Obywatelska;;2019-09-18
22;61;01;1;0933016;14770;ul.;Odrzańska;;2019-09-18
22;61;01;1;0933016;29219;ul.;Odyseusza;;2019-09-18
22;61;01;1;0933016;28040;ul.;Ofiar Grudnia 70;;2019-09-18
22;61;01;1;0933016;14808;ul.;Ogarna;;2019-09-18
22;61;01;1;0933016;14834;ul.;Ogrodowa;;2019-09-18
22;61;01;1;0933016;14862;ul.;Ojcowska;;2019-09-18
22;61;01;1;0933016;14890;ul.;Okólna;;2019-09-18
22;61;01;1;0933016;14886;ul.;Okopowa;;2019-09-18
22;61;01;1;0933016;14893;ul.;Okrąg;;2019-09-18
22;61;01;1;0933016;14902;ul.;Okrętowa;;2019-09-18
22;61;01;1;0933016;14919;ul.;Oksywska;;2019-09-18
22;61;01;1;0933016;14945;ul.;Olchowa;;2019-09-18
22;61;01;1;0933016;14956;ul.;Olejarna;;2019-09-18
22;61;01;1;0933016;14989;ul.;Olimpijska;;2019-09-18
22;61;01;1;0933016;14991;ul.;Oliwkowa;;2019-09-18
22;61;01;1;0933016;14994;ul.;Oliwska;;2019-09-18
22;61;01;1;0933016;15036;ul.;Ołowianka;;2019-09-18
22;61;01;1;0933016;15016;ul.;Olsztyńska;;2019-09-18
22;61;01;1;0933016;15027;ul.;Olszyńska;;2019-09-18
22;61;01;1;0933016;15055;ul.;Opacka;;2019-09-18
22;61;01;1;0933016;19173;ul.;Rybińskiego;Opata Jacka;2019-09-18
22;61;01;1;0933016;15089;ul.;Opłotki;;2019-09-18
22;61;01;1;0933016;15095;ul.;Opolska;;2019-09-18
22;61;01;1;0933016;15110;ul.;Orańska;;2019-09-18
22;61;01;1;0933016;15130;ul.;Orfeusza;;2019-09-18
22;61;01;1;0933016;15138;ul.;Oriona;;2019-09-18
22;61;01;1;0933016;15141;ul.;Orla;;2019-09-18
22;61;01;1;0933016;15148;ul.;Orląt Lwowskich;;2019-09-18
22;61;01;1;0933016;15177;ul.;Orłowska;;2019-09-18
22;61;01;1;0933016;15190;ul.;Ornitologów;;2019-09-18
22;61;01;1;0933016;15197;pl.;Oruński;;2019-09-18
22;61;01;1;0933016;15202;ul.;Orzechowa;;2019-09-18
22;61;01;1;0933016;15239;ul.;Osiedle;;2019-09-18
22;61;01;1;0933016;15300;ul.;Osiedlowa;;2019-09-18
22;61;01;1;0933016;15304;ul.;Osiek;;2019-09-18
22;61;01;1;0933016;08812;ul.;Kolberga;Oskara;2019-09-18
22;61;01;1;0933016;35470;ul.;Osowski Zakątek;;2019-09-18
22;61;01;1;0933016;15382;ul.;Ostrołęcka;;2019-09-18
22;61;01;1;0933016;15406;ul.;Ostróżek;;2019-09-18
22;61;01;1;0933016;15415;ul.;Ostrzycka;;2019-09-18
22;61;01;1;0933016;15417;ul.;Osty;;2019-09-18
22;61;01;1;0933016;38482;ul.;Otago;;2019-09-18
22;61;01;1;0933016;15451;ul.;Otomińska;;2019-09-18
22;61;01;1;0933016;15463;ul.;Otwarta;;2019-09-18
22;61;01;1;0933016;15470;ul.;Owczarnia;;2019-09-18
22;61;01;1;0933016;15481;ul.;Owsiana;;2019-09-18
22;61;01;1;0933016;15493;ul.;Ozyrysa;;2019-09-18
22;61;01;1;0933016;15511;ul.;Pachołów;;2019-09-18
22;61;01;1;0933016;15548;ul.;Pagórkowa;;2019-09-18
22;61;01;1;0933016;15611;ul.;Pana Tadeusza;;2019-09-18
22;61;01;1;0933016;15628;ul.;Panieńska;;2019-09-18
22;61;01;1;0933016;15648;ul.;Pańska;;2019-09-18
22;61;01;1;0933016;48641;park;Park im. ks. Bronisława Kabata;;2019-09-18
22;61;01;1;0933016;52522;park;Park im. Św. Barbary;;2019-09-18
22;61;01;1;0933016;54169;park;Park Jelitkowski;;2019-09-18
22;61;01;1;0933016;54170;park;Park Ks. Kanonika Kazimierza Orkusza;;2019-09-18
22;61;01;1;0933016;53327;park;Park Oruński im. Emilii Hoene;;2019-09-18
22;61;01;1;0933016;54171;park;Park Steffensów;;2019-09-18
22;61;01;1;0933016;15707;ul.;Parkingowa;;2019-09-18
22;61;01;1;0933016;15710;ul.;Parkowa;;2019-09-18
22;61;01;1;0933016;15726;ul.;Parterowa;;2019-09-18
22;61;01;1;0933016;15733;ul.;Partyzantów;;2019-09-18
22;61;01;1;0933016;15740;ul.;Parysa;;2019-09-18
22;61;01;1;0933016;15763;ul.;Pasieczna;;2019-09-18
22;61;01;1;0933016;15773;ul.;Pastelowa;;2019-09-18
22;61;01;1;0933016;15832;ul.;Pawia;;2019-09-18
22;61;01;1;0933016;05430;ul.;Gdańca;Pawła;2019-09-18
22;61;01;1;0933016;15909;ul.;Pegaza;;2019-09-18
22;61;01;1;0933016;15919;ul.;Pelplińska;;2019-09-18
22;61;01;1;0933016;15932;ul.;Penelopy;;2019-09-18
22;61;01;1;0933016;15953;ul.;Perłowa;;2019-09-18
22;61;01;1;0933016;15956;ul.;Perseusza;;2019-09-18
22;61;01;1;0933016;16033;ul.;Piaskowa;;2019-09-18
22;61;01;1;0933016;16046;ul.;Piastowska;;2019-09-18
22;61;01;1;0933016;16076;ul.;Piecewska;;2019-09-18
22;61;01;1;0933016;16110;ul.;Piekarnicza;;2019-09-18
22;61;01;1;0933016;16132;ul.;Pienińska;;2019-09-18
22;61;01;1;0933016;16164;ul.;Piesza;;2019-09-18
22;61;01;1;0933016;16246;ul.;Piłkarska;;2019-09-18
22;61;01;1;0933016;16237;ul.;Pilotów;;2019-09-18
22;61;01;1;0933016;03235;ul.;Czajkowskiego;Piotra;2019-09-18
22;61;01;1;0933016;12716;ul.;Michałowskiego;Piotra;2019-09-18
22;61;01;1;0933016;14310;ul.;Norblina;Piotra;2019-09-18
22;61;01;1;0933016;16308;ul.;Piotrkowska;;2019-09-18
22;61;01;1;0933016;16370;ul.;Piwna;;2019-09-18
22;61;01;1;0933016;16379;ul.;Piwonii;;2019-09-18
22;61;01;1;0933016;43561;pl.;Plac Dwóch Miast;;2019-09-18
22;61;01;1;0933016;27628;pl.;Plac Solidarności;;2019-09-18
22;61;01;1;0933016;51027;pl.;Plac Władysława Bartoszewskiego;;2019-09-18
22;61;01;1;0933016;16425;ul.;Planetarna;;2019-09-18
22;61;01;1;0933016;16455;ul.;Platynowa;;2019-09-18
22;61;01;1;0933016;41065;ul.;Plebania;;2019-09-18
22;61;01;1;0933016;30844;ul.;Plejady;;2019-09-18
22;61;01;1;0933016;45738;ul.;Pałubickiego;płk. Jana;2019-09-18
22;61;01;1;0933016;24302;ul.;Wilka-Krzyżanowskiego;płk.;2019-09-18
22;61;01;1;0933016;16511;ul.;Płocka;;2019-09-18
22;61;01;1;0933016;16521;ul.;Płońska;;2019-09-18
22;61;01;1;0933016;16530;ul.;Płowce;;2019-09-18
22;61;01;1;0933016;16484;ul.;Plutona;;2019-09-18
22;61;01;1;0933016;16555;ul.;Po Schodkach;;2019-09-18
22;61;01;1;0933016;16558;ul.;Pobiedzisko;;2019-09-18
22;61;01;1;0933016;16579;ul.;Pocztowa;;2019-09-18
22;61;01;1;0933016;16582;ul.;Poczty Gdańskiej;;2019-09-18
22;61;01;1;0933016;16685;ul.;Pod Zrębem;;2019-09-18
22;61;01;1;0933016;16690;ul.;Podbielańska;;2019-09-18
22;61;01;1;0933016;16713;ul.;Podchorążych;;2019-09-18
22;61;01;1;0933016;16737;ul.;Podgarbary;;2019-09-18
22;61;01;1;0933016;16756;ul.;Podhalańska;;2019-09-18
22;61;01;1;0933016;16760;ul.;Podjazd;;2019-09-18
22;61;01;1;0933016;16764;ul.;Podkarpacka;;2019-09-18
22;61;01;1;0933016;16773;ul.;Podkomorzego;;2019-09-18
22;61;01;1;0933016;16783;ul.;Podkramarska;;2019-09-18
22;61;01;1;0933016;16799;ul.;Podleśna;;2019-09-18
22;61;01;1;0933016;16816;ul.;Podmiejska;;2019-09-18
22;61;01;1;0933016;16823;ul.;Podmłyńska;;2019-09-18
22;61;01;1;0933016;16826;ul.;Podmurze;;2019-09-18
22;61;01;1;0933016;16860;ul.;Podstoczna;;2019-09-18
22;61;01;1;0933016;16877;ul.;Podwale Grodzkie;;2019-09-18
22;61;01;1;0933016;16878;ul.;Podwale Przedmiejskie;;2019-09-18
22;61;01;1;0933016;16879;ul.;Podwale Staromiejskie;;2019-09-18
22;61;01;1;0933016;16894;ul.;Podzamcze;;2019-09-18
22;61;01;1;0933016;16900;ul.;Pogodna;;2019-09-18
22;61;01;1;0933016;16924;ul.;Pohulanka;;2019-09-18
22;61;01;1;0933016;16936;ul.;Pokładowa;;2019-09-18
22;61;01;1;0933016;43306;ul.;Lechii Gdańsk;Pokoleń;2019-09-18
22;61;01;1;0933016;16974;ul.;Polanki;;2019-09-18
22;61;01;1;0933016;17059;ul.;Połczyńska;;2019-09-18
22;61;01;1;0933016;16989;ul.;Poleska;;2019-09-18
22;61;01;1;0933016;17061;ul.;Połęże;;2019-09-18
22;61;01;1;0933016;05713;ul.;Gojawiczyńskiej;Poli;2019-09-18
22;61;01;1;0933016;16999;ul.;Politechniczna;;2019-09-18
22;61;01;1;0933016;17011;ul.;Polna;;2019-09-18
22;61;01;1;0933016;17414;ul.;Pólnicy;;2019-09-18
22;61;01;1;0933016;17421;ul.;Północna;;2019-09-18
22;61;01;1;0933016;17024;ul.;Polonii Gdańskiej;;2019-09-18
22;61;01;1;0933016;17039;ul.;Polskiego Czerwonego Krzyża;;2019-09-18
22;61;01;1;0933016;17070;ul.;Południowa;;2019-09-18
22;61;01;1;0933016;17088;ul.;Pomorska;;2019-09-18
22;61;01;1;0933016;31786;ul.;Pomyślna;;2019-09-18
22;61;01;1;0933016;17130;ul.;Pończoszników;;2019-09-18
22;61;01;1;0933016;17168;ul.;Popradzka;;2019-09-18
22;61;01;1;0933016;17171;ul.;Poprzeczna;;2019-09-18
22;61;01;1;0933016;17218;ul.;Portowców;;2019-09-18
22;61;01;1;0933016;17226;ul.;Porzeczkowa;;2019-09-18
22;61;01;1;0933016;17233;ul.;Posejdona;;2019-09-18
22;61;01;1;0933016;17272;ul.;Potęgowska;;2019-09-18
22;61;01;1;0933016;17298;ul.;Potokowa;;2019-09-18
22;61;01;1;0933016;17319;ul.;Powalna;;2019-09-18
22;61;01;1;0933016;17334;ul.;Powroźnicza;;2019-09-18
22;61;01;1;0933016;17368;ul.;Powstańców Warszawskich;;2019-09-18
22;61;01;1;0933016;17377;ul.;Powstańców Wielkopolskich;;2019-09-18
22;61;01;1;0933016;17337;ul.;Powstania Kościuszkowskiego;;2019-09-18
22;61;01;1;0933016;17338;ul.;Powstania Listopadowego;;2019-09-18
22;61;01;1;0933016;17340;ul.;Powstania Styczniowego;;2019-09-18
22;61;01;1;0933016;17407;ul.;Pożarnicza;;2019-09-18
22;61;01;1;0933016;17390;ul.;Poziomkowa;;2019-09-18
22;61;01;1;0933016;17394;ul.;Poznańska;;2019-09-18
22;61;01;1;0933016;34423;ul.;Pohoreckiego;ppłk.;2019-09-18
22;61;01;1;0933016;42474;ul.;Kaczyńskiego;Prezydenta Lecha;2019-09-18
22;61;01;1;0933016;37254;park;Reagana;Prezydenta Ronalda;2019-09-18
22;61;01;1;0933016;36662;ul.;Górnowicza;prof. Huberta;2019-09-18
22;61;01;1;0933016;41032;ul.;Więckowskiego;prof. Józefa;2019-09-18
22;61;01;1;0933016;41022;ul.;Kopeckiego;prof. Kazimierza;2019-09-18
22;61;01;1;0933016;54353;ul.;Osińskiego;prof. Mariana;2019-09-18
22;61;01;1;0933016;18266;ul.;Raciborskiego;prof. Mariana;2019-09-18
22;61;01;1;0933016;41031;ul.;Siedleckiego;prof. Michała;2019-09-18
22;61;01;1;0933016;42235;skwer;Gałuszki;prof. Pawła;2019-09-18
22;61;01;1;0933016;29217;ul.;Lipowicza;prof. Romana;2019-09-18
22;61;01;1;0933016;02553;ul.;Cebertowicza;prof. Romualda;2019-09-18
22;61;01;1;0933016;39594;ul.;Szpora;prof. Stanisława;2019-09-18
22;61;01;1;0933016;28238;ul.;Hausbrandta;prof. Stefana;2019-09-18
22;61;01;1;0933016;13529;ul.;Myczkowskiego;prof. Stefana;2019-09-18
22;61;01;1;0933016;48766;ul.;Andruszkiewicza;prof. Witolda;2019-09-18
22;61;01;1;0933016;41020;ul.;Kieturakisa;prof. Zdzisława;2019-09-18
22;61;01;1;0933016;41015;ul.;Czubińskiego;prof. Zygmunta;2019-09-18
22;61;01;1;0933016;17501;ul.;Profesorska;;2019-09-18
22;61;01;1;0933016;17530;ul.;Prometeusza;;2019-09-18
22;61;01;1;0933016;17531;ul.;Promienista;;2019-09-18
22;61;01;1;0933016;17538;ul.;Promowa;;2019-09-18
22;61;01;1;0933016;17547;ul.;Prosta;;2019-09-18
